Data,Cidade,Unidade Hospitalar,Total Leitos Adulto Clínico, Total Leitos Adulto Clínico Ocupados,Total Leitos Adulto Clínico Livre,Total Leitos Adulto UTI,Total Leitos Adulto UTI Ocupados,Total Leitos Adulto UTI Livre,Total Leitos Pediatrico Clinico,Total Leitos Pediatrico Clinico Ocupados,Total Leitos Pediatrico Clinico Livre,Total Leitos Pediatrico UTI,Total Leitos Pediatrico UTI Ocupados,Total Leitos Pediatrico UTI Livre
29/09/2020 08:49:53,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,20,20,10,2,2,0,0,0,2,0,2,
29/09/2020 08:58:25,Porto Velho,Hospital do Amor,49,16,33,12,5,0,0,0,0,0,0,0,
29/09/2020 09:06:05,Porto Velho,Cemetron,60,52,8,19,13,0,0,0,0,0,0,0,
29/09/2020 09:20:26,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,0,4,2,1,0,0,0,0,0,0,0,
29/09/2020 09:46:54,Buritis,Hospital Regional de Buritis – HRB,14,2,12,0,0,0,0,0,0,0,0,0,
29/09/2020 10:09:17,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
29/09/2020 10:20:51,Porto Velho,Hospital de Campanha,51,28,23,25,6,0,0,0,0,0,0,0,
29/09/2020 10:44:16,Cacoal,Hospital Regional de Cacoal – HRC,20,8,12,28,26,1,3,0,3,1,0,1,
29/09/2020 11:25:44,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
29/09/2020 11:33:57,Porto Velho,Hospital de Campanha Zona Leste,23,8,15,30,5,0,0,0,0,0,0,0,
30/09/2020 07:17:28,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
30/09/2020 07:47:24,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,4,14,7,0,7,
30/09/2020 08:09:11,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,5,0,0,0,0,0,0,0,
30/09/2020 08:14:10,Porto Velho,Hospital do Amor,49,14,35,12,6,0,0,0,0,0,0,0,
30/09/2020 08:23:06,Porto Velho,Hospital de Campanha Zona Leste,23,9,14,30,6,0,0,0,0,0,0,0,
30/09/2020 08:39:05,Porto Velho,Samar,10,3,7,20,20,0,0,0,0,0,0,0,
30/09/2020 08:40:48,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,2,3,6,4,0,0,0,0,0,0,0,
30/09/2020 08:57:01,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,22,18,10,2,1,0,0,0,2,1,1,
30/09/2020 09:13:35,Porto Velho,Hospital de Campanha,51,25,26,25,7,0,0,0,0,0,0,0,
30/09/2020 09:36:29,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
30/09/2020 09:59:56,Buritis,Hospital Regional de Buritis – HRB,14,2,12,0,0,0,0,0,0,0,0,0,
30/09/2020 10:15:08,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,4,5,1,0,0,0,0,0,0,0,0,
30/09/2020 10:15:34,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,0,0,0,0,0,0,0,0,
30/09/2020 10:40:39,Cacoal,Hospital Regional de Cacoal – HRC,20,6,14,28,19,1,3,0,3,1,0,1,
30/09/2020 10:48:28,Porto Velho,Cemetron,60,52,8,19,12,0,0,0,0,0,0,0,
01/10/2020 07:13:04,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
01/10/2020 07:15:44,Porto Velho,Hospital de Campanha Zona Leste,23,10,13,30,5,0,0,0,0,0,0,0,
01/10/2020 07:28:02,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,6,12,7,1,6,
01/10/2020 08:16:18,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,2,3,6,4,0,0,0,0,0,0,0,
01/10/2020 08:39:33,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,5,0,0,0,0,0,0,0,
01/10/2020 08:48:00,Porto Velho,Hospital do Amor,49,16,33,12,6,0,0,0,0,0,0,0,
01/10/2020 08:54:39,Buritis,Hospital Regional de Buritis – HRB,14,1,13,0,0,0,0,0,0,0,0,0,
01/10/2020 09:13:01,Porto Velho,Hospital de Campanha,51,26,25,27,7,0,0,0,0,0,0,0,
01/10/2020 09:18:07,Porto Velho,Samar,10,3,7,20,19,0,0,0,0,0,0,0,
01/10/2020 09:23:35,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,6,3,1,0,0,0,0,0,0,0,0,
01/10/2020 09:26:04,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,0,0,0,0,0,0,0,0,
01/10/2020 09:33:42,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,20,20,10,3,2,0,0,0,2,0,2,
01/10/2020 10:53:56,Cacoal,Hospital Regional de Cacoal – HRC,20,5,15,28,20,1,3,0,3,1,0,1,
01/10/2020 10:54:49,Porto Velho,Cemetron,60,52,8,19,9,0,0,0,0,0,0,0,
01/10/2020 11:09:26,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
01/10/2020 08:34:09,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,9,11,20,5,0,0,0,0,0,0,0,
01/10/2020 09:24:26,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS ,14,7,7,18,10,0,0,0,0,0,0,0,
01/10/2020 10:15:58,Ji-Paraná,Hospital dr ckaudionor couto roriz,28,8,20,0,0,0,2,0,2,0,0,0,
01/10/2020 10:26:20,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru ,9,0,9,5,2,0,0,0,0,0,0,0,
01/10/2020 10:28:40,Jaru,Centro de Atendimento ao Covid -19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
01/10/2020 10:53:24,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA ,0,0,0,0,0,0,5,2,3,0,0,0,
02/10/2020 08:24:44,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,7,13,20,9,0,0,0,0,0,0,0,
02/10/2020 09:35:52,Jaru,Centro de Atendimento ao Covid -19 Jaru,8,1,7,0,0,0,0,0,0,0,0,0,
02/10/2020 09:39:14,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,3,0,0,0,0,0,0,0,
02/10/2020 09:48:17,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA,0,0,0,0,0,0,5,2,3,0,0,0,
02/10/2020 10:03:52,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,5,9,18,7,0,0,0,0,0,0,0,
02/10/2020 10:28:58,Ji-Paraná,hospital dr. claudionor couto roriz,28,12,16,0,0,0,2,1,1,0,0,0,
02/10/2020 07:07:12,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
02/10/2020 07:45:37,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,5,13,7,1,6,
02/10/2020 08:12:31,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,1,4,6,5,0,0,0,0,0,0,0,
02/10/2020 08:18:25,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,8,1,1,0,0,0,0,0,0,0,0,
02/10/2020 08:33:08,Buritis,Hospital Regional de Buritis – HRB,14,1,13,0,0,0,0,0,0,0,0,0,
02/10/2020 08:56:40,Porto Velho,Hospital do Amor,49,16,33,12,8,0,0,0,0,0,0,0,
02/10/2020 09:06:01,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,19,21,10,4,2,0,0,0,2,0,2,
02/10/2020 09:11:38,Porto Velho,Cemetron,60,52,8,19,9,0,0,0,0,0,0,0,
02/10/2020 09:15:14,Porto Velho,Hospital de Campanha Zona Leste,23,11,12,30,3,0,0,0,0,0,0,0,
02/10/2020 09:27:26,Porto Velho,Hospital de Campanha,51,28,23,27,5,0,0,0,0,0,0,0,
02/10/2020 09:38:17,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
02/10/2020 10:05:31,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,2,2,2,0,0,0,0,0,0,0,0,
02/10/2020 10:12:14,Porto Velho,Samar,10,3,7,20,16,0,0,0,0,0,0,0,
02/10/2020 10:24:20,Cacoal,Hospital Regional de Cacoal – HRC,20,6,14,28,22,1,3,0,3,1,0,1,
02/10/2020 11:56:34,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,10,3,0,0,0,0,0,0,0,
03/10/2020 09:35:22,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA ,0,0,0,0,0,0,5,1,4,0,0,0,
03/10/2020 10:51:43,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,6,8,28,5,0,0,0,0,0,0,0,
03/10/2020 11:46:09,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,3,0,0,0,0,0,0,0,
03/10/2020 11:51:34,Jaru,Centro de Atendimento ao Covid -19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
03/10/2020 11:54:22,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,2,18,20,9,0,0,0,0,0,0,0,
03/10/2020 11:58:32,Ji-Paraná,hospital dr. claudionor couto roriz,28,13,15,0,0,0,2,1,1,0,0,0,
03/10/2020 07:11:31,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
03/10/2020 07:34:13,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,3,15,7,1,6,
03/10/2020 08:12:01,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,1,4,6,6,0,0,0,0,0,0,0,
03/10/2020 08:31:32,Porto Velho,Hospital de Campanha Zona Leste,23,11,12,30,3,0,0,0,0,0,0,0,
03/10/2020 08:44:52,Porto Velho,Hospital do Amor,49,14,35,12,8,0,0,0,0,0,0,0,
03/10/2020 09:20:23,Porto Velho,Samar,10,3,7,20,17,0,0,0,0,0,0,0,
03/10/2020 09:27:33,Buritis,Hospital Regional de Buritis – HRB,14,0,14,0,0,0,0,0,0,0,0,0,
03/10/2020 09:29:23,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,23,17,10,4,2,0,0,0,2,0,2,
03/10/2020 09:54:28,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
03/10/2020 09:56:11,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,6,3,1,0,0,0,0,0,0,0,0,
03/10/2020 10:05:04,Cacoal,Hospital Regional de Cacoal – HRC,20,4,16,28,22,1,3,0,3,1,0,1,
03/10/2020 10:43:22,Porto Velho,Cemetron,60,51,9,19,9,0,0,0,0,0,0,0,
03/10/2020 10:50:53,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,0,0,0,0,0,0,0,0,
03/10/2020 11:03:43,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,10,2,0,0,0,0,0,0,0,
03/10/2020 11:43:23,Porto Velho,Hospital de Campanha,51,29,22,27,4,0,0,0,0,0,0,0,
04/10/2020 06:55:29,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
04/10/2020 07:37:03,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,10,1,0,0,0,0,0,0,0,
04/10/2020 07:43:14,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,3,1,2,0,0,0,0,0,0,0,0,
04/10/2020 08:01:02,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
04/10/2020 08:31:08,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,1,4,6,6,0,0,0,0,0,0,0,
04/10/2020 08:42:02,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
04/10/2020 09:10:44,Cacoal,Hospital Regional de Cacoal – HRC,20,5,15,28,20,1,3,0,3,1,0,1,
04/10/2020 09:37:44,Porto Velho,Hospital de Campanha,51,28,23,27,3,0,0,0,0,0,0,0,
04/10/2020 09:41:24,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,1,17,7,0,7,
04/10/2020 10:08:08,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,21,19,10,4,2,0,0,0,2,0,2,
04/10/2020 10:11:16,Porto Velho,Hospital do Amor,49,8,41,12,8,0,0,0,0,0,0,0,
04/10/2020 10:32:37,Porto Velho,Samar,10,2,8,20,18,0,0,0,0,0,0,0,
04/10/2020 10:38:20,Porto Velho,Cemetron,60,51,9,19,9,0,0,0,0,0,0,0,
04/10/2020 10:39:46,Porto Velho,Hospital de Campanha Zona Leste,23,13,10,30,3,0,0,0,0,0,0,0,
04/10/2020 11:05:06,Buritis,Hospital Regional de Buritis – HRB,14,0,14,0,0,0,0,0,0,0,0,0,
04/10/2020 09:30:34,Jaru,Cento de Atendimento ao Covid-19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
04/10/2020 09:38:40,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru ,9,0,9,5,3,0,0,0,0,0,0,0,
04/10/2020 11:04:15,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA ,0,0,0,0,0,0,5,1,4,0,0,0,
04/10/2020 11:14:13,Ji-Paraná,hospital dr. claudionor couto roriz,28,7,21,0,0,0,2,2,0,0,0,0,
04/10/2020 11:18:15,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,3,17,20,7,0,0,0,0,0,0,0,
04/10/2020 11:20:43,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS ,14,5,9,28,5,0,0,0,0,0,0,0,
05/10/2020 08:58:09,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,6,8,28,5,0,0,0,0,0,0,0,
05/10/2020 08:59:56,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,3,17,20,7,0,0,0,0,0,0,0,
05/10/2020 09:10:55,Ariquemes,HOSPITAL MUNICIPAL DA CRIANÇA,0,0,0,0,0,0,5,1,4,0,0,0,
05/10/2020 10:22:37,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,2,6,0,0,0,0,0,0,0,0,0,
05/10/2020 10:24:26,Jaru,Hospital Municipal Sandoval de Araújo Dantas - Jaru,9,0,9,5,3,0,0,0,0,0,0,0,
05/10/2020 11:02:53,Ji-Paraná,hospital dr. claudionor couto roriz,28,9,19,0,0,0,2,0,2,0,0,0,
05/10/2020 07:23:21,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
05/10/2020 07:54:17,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,2,16,7,0,7,
05/10/2020 08:00:21,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,2,3,6,5,0,0,0,0,0,0,0,
05/10/2020 08:14:56,Porto Velho,Hospital do Amor,49,8,41,12,9,0,0,0,0,0,0,0,
05/10/2020 08:35:18,Porto Velho,Hospital de Campanha,51,29,22,27,3,0,0,0,0,0,0,0,
05/10/2020 08:42:13,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,3,1,2,1,0,0,0,0,0,0,0,
05/10/2020 08:45:07,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,4,5,1,0,0,0,0,0,0,0,0,
05/10/2020 09:16:03,Porto Velho,Samar,10,3,7,20,18,0,0,0,0,0,0,0,
05/10/2020 09:39:10,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
05/10/2020 09:53:00,Porto Velho,Hospital de Campanha Zona Leste,23,9,14,30,5,0,0,0,0,0,0,0,
05/10/2020 10:03:51,Porto Velho,Cemetron,60,51,9,19,8,0,0,0,0,0,0,0,
05/10/2020 10:27:32,Cacoal,Hospital Regional de Cacoal – HRC,20,6,14,28,18,1,3,0,3,1,0,1,
05/10/2020 10:41:33,Buritis,Hospital Regional de Buritis – HRB,14,0,14,0,0,0,0,0,0,0,0,0,
05/10/2020 10:56:32,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,18,22,10,4,2,0,0,0,2,0,2,
05/10/2020 11:08:46,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,10,1,0,0,0,0,0,0,0,
06/10/2020 08:01:11,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,2,18,20,5,0,0,0,0,0,0,0,
06/10/2020 08:43:03,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,4,10,28,5,0,0,0,0,0,0,0,
06/10/2020 09:34:27,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,2,6,0,0,0,0,0,0,0,0,0,
06/10/2020 09:38:15,Jaru,Hospital Municipal Sandoval de Araújo Dantas - Jaru,9,0,9,5,4,0,0,0,0,0,0,0,
06/10/2020 10:25:00,Ji-Paraná,Hospital Municipal de Ji-Paraná,26,9,17,0,0,0,2,0,2,0,0,0,
06/10/2020 10:36:34,Ariquemes,Hospital Municipal da Criança,0,0,0,0,0,0,5,0,5,0,0,0,
06/10/2020 09:07:02,Porto Velho,Hospital de Campanha,51,28,23,27,4,0,0,0,0,0,0,0,
06/10/2020 09:55:39,Porto Velho,Cemetron,60,51,9,19,8,0,0,0,0,0,0,0,
06/10/2020 08:05:45,Porto Velho,Hospital do Amor,49,11,38,12,3,0,0,0,0,0,0,0,
06/10/2020 08:34:18,Porto Velho,Samar,10,2,8,20,18,0,0,0,0,0,0,0,
06/10/2020 08:01:51,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,2,3,6,4,0,0,0,0,0,0,0,
06/10/2020 11:28:22,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,10,0,0,0,0,0,0,0,0,
06/10/2020 11:21:38,Porto Velho,Hospital de Campanha Zona Leste,23,9,14,30,5,0,0,0,0,0,0,0,
06/10/2020 07:05:39,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,0,0,0,0,0,0,0,0,0,
06/10/2020 08:12:19,Buritis,Hospital Regional de Buritis – HRB,14,1,13,0,0,0,0,0,0,0,0,0,
06/10/2020 09:06:47,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,20,20,10,4,2,0,0,0,2,0,2,
06/10/2020 09:27:25,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,4,5,1,0,0,0,0,0,0,0,0,
06/10/2020 09:44:04,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,2,16,7,0,7,
06/10/2020 10:00:45,Cacoal,Hospital Regional de Cacoal – HRC,20,7,13,28,19,1,3,0,3,1,0,1,
06/10/2020 10:30:22,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,2,2,2,0,0,0,0,0,0,0,0,
06/10/2020 11:27:25,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
07/10/2020 08:23:07,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,3,17,20,4,0,0,0,0,0,0,0,
07/10/2020 08:39:40,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,4,10,28,5,0,0,0,0,0,0,0,
07/10/2020 10:13:48,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,2,6,0,0,0,0,0,0,0,0,0,
07/10/2020 10:15:34,Jaru,Hospital Municipal Sandoval de Araújo Dantas - Jaru,9,0,9,5,3,0,0,0,0,0,0,0,
07/10/2020 10:21:20,Ariquemes,Hospital Municipal da Criança,0,0,0,0,0,0,5,1,4,0,0,0,
07/10/2020 11:05:58,Ji-Paraná,Hospital Municipal de Ji-Paraná,26,9,17,0,0,0,2,0,2,0,0,0,
07/10/2020 08:38:20,Porto Velho,Samar,10,2,8,20,20,0,0,0,0,0,0,0,
07/10/2020 09:04:15,Porto Velho,Hospital de Campanha Zona Leste,23,5,18,30,2,0,0,0,0,0,0,0,
07/10/2020 08:02:02,Porto Velho,Hospital do Amor,49,12,37,12,3,0,0,0,0,0,0,0,
07/10/2020 10:27:02,Porto Velho,Hospital de Campanha,51,20,31,27,6,0,0,0,0,0,0,0,
07/10/2020 11:48:12,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,10,0,0,0,0,0,0,0,0,
07/10/2020 11:18:47,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,2,3,6,1,0,0,0,0,0,0,0,
07/10/2020 11:31:12,Porto Velho,Cemetron,60,53,7,19,8,0,0,0,0,0,0,0,
07/10/2020 07:20:09,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,0,0,0,0,0,0,0,0,0,
07/10/2020 07:59:08,Buritis,Hospital Regional de Buritis – HRB,14,0,14,0,0,0,0,0,0,0,0,0,
07/10/2020 08:10:42,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,1,17,7,0,7,
07/10/2020 08:16:35,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,2,2,2,2,0,0,0,0,0,0,0,
07/10/2020 08:27:38,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
07/10/2020 08:56:17,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,4,5,1,0,0,0,0,0,0,0,0,
07/10/2020 10:34:43,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,22,18,10,4,2,0,0,0,2,0,2,
07/10/2020 10:56:32,Cacoal,Hospital Regional de Cacoal – HRC,20,7,13,28,17,1,3,0,3,1,0,1,
08/10/2020 06:57:21,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,10,0,0,0,0,0,0,0,0,
08/10/2020 07:54:02,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,3,2,6,1,0,0,0,0,0,0,0,
08/10/2020 08:33:15,Porto Velho,Hospital de Campanha Zona Leste,23,6,17,30,4,0,0,0,0,0,0,0,
08/10/2020 08:33:37,Porto Velho,Hospital do Amor,49,8,41,12,3,0,0,0,0,0,0,0,
08/10/2020 09:52:34,Porto Velho,Hospital de Campanha,51,11,40,27,5,0,0,0,0,0,0,0,
08/10/2020 08:38:55,Porto Velho,Samar,10,2,8,20,20,0,0,0,0,0,0,0,
08/10/2020 10:38:15,Porto Velho,Cemetron,60,51,9,19,8,0,0,0,0,0,0,0,
08/10/2020 07:14:38,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,0,0,0,0,0,0,0,0,0,
08/10/2020 07:22:35,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,2,16,7,0,7,
08/10/2020 08:01:48,Porto Velho,Hospital Regional de Extrema - HRE,5,0,5,0,0,0,0,0,0,0,0,0,
08/10/2020 08:33:51,Buritis,Hospital Regional de Buritis – HRB,14,0,14,0,0,0,0,0,0,0,0,0,
08/10/2020 09:04:23,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,19,21,10,5,2,0,0,0,2,0,2,
08/10/2020 09:52:17,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,2,0,0,0,0,0,0,0,
08/10/2020 10:39:10,Cacoal,Hospital Regional de Cacoal – HRC,20,7,13,28,16,1,3,0,3,1,0,1,
08/10/2020 11:30:53,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
08/10/2020 08:43:07,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,4,10,28,4,0,0,0,0,0,0,0,
08/10/2020 09:39:49,Ariquemes,Hospital Municipal da Criança,0,0,0,0,0,0,5,0,5,0,0,0,
08/10/2020 10:12:22,Jaru,Hospital Municipal Sandoval de Araújo Dantas - Jaru,9,3,6,5,2,0,0,0,0,0,0,0,
08/10/2020 10:14:35,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,2,6,0,0,0,0,0,0,0,0,0,
08/10/2020 10:17:51,Ji-Paraná,Hospital Municipal da Criança,26,7,19,0,0,0,2,0,2,0,0,0,
08/10/2020 10:24:18,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,6,14,20,4,0,0,0,0,0,0,0,
09/10/2020 08:23:27,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,5,9,28,2,0,0,0,0,0,0,0,
09/10/2020 08:31:59,Ariquemes,Hospital Municipal da Criança,0,0,0,0,0,0,5,0,5,0,0,0,
09/10/2020 08:52:08,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,5,15,20,4,0,0,0,0,0,0,0,
09/10/2020 09:55:09,Jaru,Hospital Municipal Sandoval de Araújo Datas - Jaru,9,0,9,5,3,0,0,0,0,0,0,0,
09/10/2020 09:57:29,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,1,7,0,0,0,0,0,0,0,0,0,
09/10/2020 10:12:16,Ji-Paraná,Hospital Municipal de Ji-Paraná,26,9,17,0,0,0,2,0,2,0,0,0,
09/10/2020 08:04:21,Porto Velho,Hospital do Amor,49,6,43,12,3,0,0,0,0,0,0,0,
09/10/2020 08:24:13,Porto Velho,Hospital de Campanha,51,13,38,27,5,0,0,0,0,0,0,0,
09/10/2020 08:46:07,Porto Velho,Hospital de Campanha Zona Leste,23,6,17,30,6,0,0,0,0,0,0,0,
09/10/2020 11:03:58,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,10,0,0,0,0,0,0,0,0,
09/10/2020 10:22:45,Porto Velho,Samar,10,3,7,20,17,0,0,0,0,0,0,0,
09/10/2020 10:02:21,Porto Velho,Cemetron,60,50,10,19,9,0,0,0,0,0,0,0,
09/10/2020 07:56:04,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,5,3,2,6,1,0,0,0,0,0,0,0,
09/10/2020 07:13:33,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,0,0,0,0,0,0,0,0,0,
09/10/2020 07:59:27,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,7,18,3,15,7,0,7,
09/10/2020 08:33:57,São Francisco do Guaporé,Hospital Regional - São Francisco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
09/10/2020 09:00:08,Buritis,Hospital Regional de Buritis – HRB,14,3,11,0,0,0,0,0,0,0,0,0,
09/10/2020 09:34:54,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
09/10/2020 09:47:28,Cacoal,Hospital Regional de Cacoal – HRC,20,8,12,28,14,1,3,0,3,1,0,1,
09/10/2020 10:39:39,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,5,2,3,5,5,2,0,0,0,2,0,2,
09/10/2020 10:41:43,Buritis,Hospital Regional de Buritis – HRB,14,4,10,0,0,0,14,5,9,0,0,0,
09/10/2020 11:05:15,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,0,4,2,2,0,0,0,0,0,0,0,
10/10/2020 09:47:48,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,1,7,0,0,0,0,0,0,0,0,0,
